69860787,23982297
69863335,23981211
69870412,23976215
69873810,23972739
69877207,23968612
69877773,23966005
69878056,23961661
69877207,23959923
69872677,23957750
69870412,23957750
69868147,23957750
69867015,23959271
69866732,23963181
69865033,23966874
69863618,23969263
69862485,23972305
69860220,23974911
69859088,23975998
69853143,23976649
69843517,23976649
69839837,23976649
69833042,23976432
69824549,23976432
69818603,23976432
69806147,23976866
69798219,23975998
69791142,23973174
69788877,23971870
69789160,23965136
69789160,23963181
69788594,23960792
69788594,23957099
69786612,23951451
69786612,23948627
69786612,23939938
69786895,23936897
69787461,23933638
69788028,23926904
69788594,23924732
69790009,23919301
69790576,23916695
69792840,23913871
69797653,23912785
69799352,23913002
69809544,23913871
69813224,23915609
69823133,23916912
69824832,23917781
69829078,23916260
69840120,23916260
69846348,23916478
69852010,23917346
69860503,23917781
69865033,23918650
69867581,23921039
69867864,23925601
69867864,23929511
69868147,23931466
69868147,23934507
69868147,23937983
69868147,23940155
69868147,23941676
69868147,23942327
69868147,23944065
69868147,23946672
69868147,23949496
69868147,23951668
69868147,23953840
69868431,23955361
69868431,23957968
69868431,23961009
69868431,23962747
69868431,23965571
69868431,23967743
69867864,23968612
69864750,23970132
69863051,23971219
69860503,23972956
69857672,23974477
69854275,23974911
69848613,23974911
69846348,23974911
69843800,23975129
69839837,23975129
69833042,23975129
69827097,23974911
69821151,23974477
69818320,23974477
69811242,23974042
69805863,23974042
69801334,23973608
69798219,23969915
69797653,23966222
69797653,23963398
69796804,23961443
69796238,23957750
69794822,23951885
69794822,23949279
69794822,23945369
69795388,23941241
69795105,23938200
69794256,23933638
69794539,23929946
69795388,23924515
69796238,23920605
69796238,23917129
69796238,23914957
69806147,23913654
69809827,23914740
69818603,23916478
69825681,23916695
69838138,23917129
69842385,23917781
69846065,23919736
69855124,23919519
69859088,23920388
69862768,23920822
69865599,23921474
69866449,23925384
69866449,23927773
69866449,23930814
69866449,23936028
69865883,23938635
69864467,23940590
69863618,23943848
69863618,23946238
69863335,23950582
69862768,23956230
69862485,23959054
69861636,23966657
69860503,23967308
69859654,23970567
69856823,23971870
69853426,23972305
69852293,23972305
69847764,23972739
69843800,23972522
69841535,23972522
69837572,23972522
69833325,23972522
69827946,23972522
69825115,23972522
69816905,23971870
69812092,23971001
69803599,23968612
69802749,23966657
69800201,23961226
69801334,23957533
69801617,23951885
69801051,23946672
69800767,23940590
69800767,23936245
69801051,23931901
69801051,23929511
69801051,23922777
69801051,23918650
69808128,23916695
69815489,23916695
69819736,23917129
69824549,23917129
69832759,23917781
69836722,23919084
69841535,23919084
69847764,23919084
69850312,23919084
69855974,23919084
69867298,23927773
69868997,23933421
69867864,23940155
69865033,23944934
69863901,23948193
69865033,23954927
69864467,23961226
69862485,23967091
69861353,23969263
69859654,23972522
69857672,23974260
69852576,23977084
69850028,23977735
69846348,23976649
69846065,23973825
69840120,23971653
69837005,23972956
69832193,23973825
69825681,23974042
69824266,23974260
69818037,23976649
69811526,23977518
69806996,23976215
69806996,23974477
69806430,23973174
69802183,23971870
69799352,23970784
69791142,23969046
69790292,23967526
69789726,23964050
69789726,23958837
69789726,23955144
69789726,23951451
69789443,23947541
69788311,23943631
69787744,23941024
69785763,23937114
69783215,23932335
69781799,23929511
69781233,23924515
69782365,23921256
69788877,23916260
69794539,23912567
69799352,23911916
69810110,23912567
69815772,23913002
69823133,23914305
69832759,23914957
69839270,23916043
69844083,23916043
69852576,23916260
69863618,23917564
69865883,23919519
69869846,23921474
69870412,23925601
69870412,23929728
69870412,23933204
69869563,23937331
69869280,23939286
69869280,23941024
69870412,23945151
69870979,23948410
69871828,23950582
69871828,23952537
69872394,23957533
69872960,23962095
69872960,23963833
69873243,23967308
69871262,23971436
69870129,23975129
69868147,23978604
69861919,23982732
69858805,23985338
69848896,23986424
69839837,23986859
69827946,23986859
69822850,23985773
69814640,23984252
69802466,23983383
69793407,23983166
69779534,23981863
69775005,23979256
69772740,23975346
69770192,23971001
69768776,23967091
69768776,23964267
69768210,23961443
69768210,23955578
69767927,23949930
69766228,23945803
69765379,23940372
69765379,23935811
69765379,23933204
69765662,23929946
69769059,23922125
69768493,23918215
69769625,23914957
69771890,23909961
69773872,23904965
69775854,23903444
69787744,23901054
69793124,23901054
69801051,23901706
69806147,23902141
69809827,23902358
69812092,23902575
69814640,23902575
69816905,23902575
69817754,23902575
69822850,23902141
69827097,23902575
69834741,23902575
69841535,23902575
69848330,23902792
69850878,23902792
69858805,23903227
69863618,23903661
69871828,23904530
69878056,23906051
69882303,23908223
69884285,23910395
69884568,23913002
69884568,23914522
69884851,23917129
69884851,23918867
69884851,23922994
69885700,23929294
69885700,23931466
69885700,23935159
69885700,23939721
69885700,23942545
69885134,23945369
69883435,23949279
69881170,23951668
69879755,23953623
69880604,23956230
69879755,23959054
69878906,23963181
69878906,23964485
69877490,23967091
69876641,23971219
69873810,23973391
69865033,23975998
69860787,23977953
69858805,23979039
69851161,23979039
69842101,23979039
69833325,23979039
69824549,23978821
69818603,23978604
69803032,23977735
69793407,23976866
69788877,23975563
69788311,23973608
69788877,23971436
69789160,23969698
69789443,23967308
69789443,23963833
69790292,23961878
69790292,23961226
69789726,23958185
69790292,23956013
69788877,23954492
69788877,23949713
69788594,23946455
69789726,23944065
69790576,23942545
69790859,23933421
69790009,23929728
69789160,23926904
69788311,23924298
69788311,23923429
69790576,23920605
69794256,23919301
69800484,23918215
69804731,23918215
69814074,23917781
69825115,23917564
69831343,23918215
69834457,23917998
69842951,23917564
69850595,23918215
69858805,23918215
69864467,23918867
69865883,23921039
69870979,23927991
69869846,23931466
69868997,23935811
69868997,23941241
69868147,23944282
69867581,23947975
69867298,23951016
69867581,23956013
69866732,23959923
69865033,23967960
69862768,23970350
69859937,23972305
69851161,23972956
69848613,23974694
69839553,23974694
69829078,23974260
69828229,23974260
69820585,23972087
69805580,23971653
69801900,23971870
69798503,23969481
69797370,23969481
69792557,23968177
69788877,23967960
69788877,23967960
69789160,23965788
69793973,23960792
69792274,23954709
69789443,23954058
69783215,23950365
69782082,23947541
69781516,23945586
69782082,23945151
69783215,23942979
69785480,23937548
69784064,23930597
69781233,23928425
69781799,23926035
69782365,23924080
69782648,23921474
69782365,23918650
69781799,23912350
69782932,23910178
69786895,23906051
69797087,23904313
69805297,23902141
69818886,23901706
69838421,23902358
69847764,23902575
69862768,23903444
69869846,23903661
69876358,23905833
69878622,23907137
69880321,23911047
69883435,23914740
69883718,23916260
69885417,23921474
69885134,23925167
69885134,23928208
69885134,23930380
69885134,23934073
69885134,23936028
69885134,23939503
69885134,23944065
69885417,23948193
69885417,23951451
69884285,23954709
69884002,23957533
69881170,23963181
69879189,23967526
69876641,23971001
69872111,23975998
69867864,23978387
69861070,23983383
69855124,23984469
69844649,23984904
69836722,23985990
69825115,23985555
69822850,23985555
69813224,23985121
69800767,23985121
69796804,23984904
69789443,23984252
69781799,23982732
69775854,23978604
69771890,23974694
69768493,23968395
69767927,23965571
69767927,23957968
69768210,23946020
69768493,23943414
69769342,23934073
69769342,23924080
69769342,23920605
69773023,23915391
69775005,23913002
69778968,23904747
69792840,23900837
69805863,23899534
69820019,23901272
69833325,23902792
69848047,23903661
69869563,23903009
69875508,23906702
69882303,23911047
69884002,23918433
69885134,23924080
69885983,23931901
69885983,23933638
69885700,23936897
69885700,23942979
69885700,23947106
69885134,23953406
69885134,23955795
69885134,23959271
69884851,23965571
69884851,23970350
69876074,23976432
69863051,23982297
69858239,23984904
69842101,23985555
69831343,23985555
69816622,23985990
69810393,23985990
69797370,23985990
69793973,23985990
69784347,23984687
69778119,23981211
69775571,23979690
69774155,23976215
69773306,23974694
69769909,23969915
69770758,23961443
69834741,23945586
